source_name,author,date,title,description,content,title_desc,one_shot_class,tesla_related,label,title_label,title_score,content_label,content_score,description_label,description_score,title_desc_label,title_desc_score,source_country
Next Big Future,Brian Wang,2023-10-03,Pepsi Reveals Everything About The Tesla Semi Trucks,"Pepsi has described its experience of using 21 Tesla Semi trucks for ten months and how they operated during the Run on Less trucking event. In December 2022, PepsiCo took the first delivery of the all-electric Tesla Semi trucks and as of September 1, nearly ","Pepsi has described its experience of using 21 Tesla Semi trucks for ten months and how they operated during the Run on Less trucking event. In December 2022, PepsiCo took the first delivery of the a [+2386 chars]","Pepsi Reveals Everything About The Tesla Semi Trucks Pepsi has described its experience of using 21 Tesla Semi trucks for ten months and how they operated during the Run on Less trucking event. In December 2022, PepsiCo took the first delivery of the all-electric Tesla Semi trucks and as of September 1, nearly ",yes,yes,positive,neutral,0.9410676956176758,neutral,0.7437196969985962,neutral,0.8703130483627319,neutral,0.892497181892395,US
Fortune,Nicholas Gordon,2023-10-03,"Warren Buffett-backed BYD is just over 3,000 cars away from overtaking Tesla as the worlds biggest seller of EV cars",Tesla's disappointing third-quarter deliveries may leave an opening for BYD to be the world's top seller of battery electric cars.,"Teslas disappointing third-quarter deliveries are giving its closest rivalBYD, the Chinese EV giant backed by Warren Buffetts Berkshire Hathawayan opportunity to swipe top place in the electric car r [+2831 chars]","Warren Buffett-backed BYD is just over 3,000 cars away from overtaking Tesla as the worlds biggest seller of EV cars Tesla's disappointing third-quarter deliveries may leave an opening for BYD to be the world's top seller of battery electric cars.",no,yes,negative,neutral,0.5143693685531616,negative,0.9069557785987854,negative,0.9582452178001404,negative,0.8717255592346191,US
Business Insider,Tim Levin,2023-10-03,Jay Leno towed 30 tons with a Tesla Semi and said it felt like nothing,"Jay Leno got to drive Tesla's electric truck, the Semi, and said it felt familiar, smooth, and quick.","Jay Leno tows a Tesla Semi using another Tesla Semi in a recent YouTube video. Jay Leno's Garage
<ul><li>Jay Leno got to drive the Tesla Semi, Elon Musk's electric big rig. </li><li>He said it felt  [+2410 chars]","Jay Leno towed 30 tons with a Tesla Semi and said it felt like nothing Jay Leno got to drive Tesla's electric truck, the Semi, and said it felt familiar, smooth, and quick.",yes,yes,positive,neutral,0.9024977087974548,neutral,0.9316633343696594,neutral,0.895366370677948,neutral,0.9133493900299072,US
News24,news24,2023-10-03,News24 | Elon Musk must face fraud lawsuit for disclosing Twitter stake late,"A US judge ordered Elon Musk to face most of a lawsuit claiming he defrauded former Twitter shareholders last year by waiting too long to disclose that he had invested in the social media company, which he later bought and renamed X.","<ul><li>Elon Musk is to face most of a lawsuit claiming he defrauded former Twitter shareholders last year.</li><li>Musk bought Twitter for $44 billion last October.</li><li>Under the SEC rule, inves [+2130 chars]","News24 | Elon Musk must face fraud lawsuit for disclosing Twitter stake late A US judge ordered Elon Musk to face most of a lawsuit claiming he defrauded former Twitter shareholders last year by waiting too long to disclose that he had invested in the social media company, which he later bought and renamed X.",no,no,negative,negative,0.8486335873603821,neutral,0.5643660426139832,negative,0.7755498886108398,negative,0.8784262537956238,South Africa
Newsweek,Brendan Cole,2023-10-03,Russian State TV Suggests Elon Musk is 'Our Agent',"Television host Olga Skabeyeva called the Tesla founder ""magnificent"" for making fun of Ukraine's appeals for help.","Kremlin propagandists have praised Elon Musk for his mockery of Ukrainian President Volodymr Zelensky's appeals for military aid to fight Russian aggression.
The comments made on the Russia-1 channe [+2875 chars]","Russian State TV Suggests Elon Musk is 'Our Agent' Television host Olga Skabeyeva called the Tesla founder ""magnificent"" for making fun of Ukraine's appeals for help.",yes,no,neutral,neutral,0.8892574310302734,negative,0.5454139113426208,negative,0.4248438775539398,negative,0.6353134512901306,US
Breitbart News,"Alana Mastrangelo, Alana Mastrangelo",2023-10-03,Singer Grimes Sues Elon Musk over Parental Rights of Their Three Kids,"Singer Grimes is reportedly suing her ex-boyfriend, Elon Musk, over parental rights of their three children, X Æ A-Xii, Exa Dark Sideræl, and Techno Mechanicus.","Singer Grimes is reportedly suing her ex-boyfriend, Elon Musk, over parental rights of their three children, X Æ A-Xii, Exa Dark Sideræl, and Techno Mechanicus.
Grimes, whose real name is Claire Bou [+1979 chars]","Singer Grimes Sues Elon Musk over Parental Rights of Their Three Kids Singer Grimes is reportedly suing her ex-boyfriend, Elon Musk, over parental rights of their three children, X Æ A-Xii, Exa Dark Sideræl, and Techno Mechanicus.",no,,,negative,0.8070239424705505,negative,0.7573856711387634,negative,0.848869800567627,negative,0.8832162618637085,US
Business Insider,Tim Levin,2023-10-04,"Tesla's new, cheaper Model Y is one of the best deals you can get on an EV right now",The rear-wheel-drive Tesla Model Y SUV introduces an affordable new option to the expensive EV market.,"Tesla launched a new, cheaper Model Y that could cost you $36,490. Tesla
<ul><li>Tesla launched a new, cheaper version of its popular Model Y SUV. </li><li>The rear-wheel-drive Model Y costs $43,990 [+2489 chars]","Tesla's new, cheaper Model Y is one of the best deals you can get on an EV right now The rear-wheel-drive Tesla Model Y SUV introduces an affordable new option to the expensive EV market.",yes,yes,positive,neutral,0.6486706137657166,neutral,0.6347836852073669,positive,0.773880660533905,positive,0.7124786972999573,US
Fox News,Jim Nelles,2023-10-04,Biden's war on everything Elon Musk,"In August 2023, the U.S. Justice Department filed a lawsuit against SpaceX, Musks rocket and spacecraft company.",Do you remember way back in 2021 when Elon Musk was the darling of the Left of the cultural elite? He was building electric cars and then launching them into space on rockets he built. He went to all [+5320 chars],"Biden's war on everything Elon Musk In August 2023, the U.S. Justice Department filed a lawsuit against SpaceX, Musks rocket and spacecraft company.",no,yes,negative,neutral,0.9121466875076294,neutral,0.9393253326416016,negative,0.6747371554374695,negative,0.6319997310638428,US
Next Big Future,Brian Wang,2023-10-04,Jay Leno Calls Tesla Semi the Biggest Revolution Since Trucks Displaced Trains for Cargo,Jay Leno drove the Tesla Semi and called it the biggest revolution since trucks displaced rail for most cargo. Heavy trucks are 1% of the vehicles on the road but consume 18% of the fuel. The Semi batteries are operating at 800-1000 volts. It has a low-voltag,Brian Wang is a Futurist Thought Leader and a popular Science blogger with 1 million readers per month. His blog Nextbigfuture.com is ranked #1 Science News Blog. It covers many disruptive technology [+593 chars],Jay Leno Calls Tesla Semi the Biggest Revolution Since Trucks Displaced Trains for Cargo Jay Leno drove the Tesla Semi and called it the biggest revolution since trucks displaced rail for most cargo. Heavy trucks are 1% of the vehicles on the road but consume 18% of the fuel. The Semi batteries are operating at 800-1000 volts. It has a low-voltag,yes,yes,positive,neutral,0.7935752868652344,neutral,0.9305434226989746,neutral,0.9324808716773988,neutral,0.939573049545288,US
TechRadar,Leon Poultney,2023-10-04,"Tesla Model Y drops to lowest-ever price, but how long will you have to wait?","Tesla introduces a Model Y RWD model with a base price of only $43,990","Despite reports that Tesla experienced a bigger-than-expected drop in third-quarter deliveries, causing its share price to fall slightly, the company has hit back with the cheapest Model Y to date.
 [+2154 chars]","Tesla Model Y drops to lowest-ever price, but how long will you have to wait? Tesla introduces a Model Y RWD model with a base price of only $43,990",yes,yes,neutral,negative,0.746283769607544,negative,0.9598023295402528,neutral,0.8393336534500122,neutral,0.624979555606842,US
Business Insider,astjohn@insider.com (Alexa St. John),2023-10-04,The founder of Tesla's biggest China rival reportedly drank a glass of battery fluid to impress one of Warren Buffett's lieutenants,"The founder of Chinese automaker BYD, Tesla's biggest global EV rival, once drank battery fluid in front of a big-name investor to show just how green the tech was.","The founder of Chinese automaker BYD, Tesla's biggest global EV rival, once drank battery fluid in front of a big-name investor to show just how serious he was about his company, the Wall Street Jour [+3604 chars]","The founder of Tesla's biggest China rival reportedly drank a glass of battery fluid to impress one of Warren Buffett's lieutenants The founder of Chinese automaker BYD, Tesla's biggest global EV rival, once drank battery fluid in front of a big-name investor to show just how green the tech was.",yes,yes,neutral,neutral,0.7855644822120667,neutral,0.8833529949188232,neutral,0.8955141305923462,neutral,0.8824605345726013,US
NBC News,"Jonathan Vanian, CNBC",2023-10-05,SEC sues to force Elon Musk to testify in Twitter probe,The U.S. Securities and Exchange Commission sued Elon Musk on Thursday in an effort to compel the billionaire to testify over his purchase of Twitter last year.,"The U.S. Securities and Exchange Commission sued Elon Musk on Thursday in an effort to compel the billionaire to testify over his purchase of Twitter last year.
Attorneys representing the SEC allege [+1545 chars]",SEC sues to force Elon Musk to testify in Twitter probe The U.S. Securities and Exchange Commission sued Elon Musk on Thursday in an effort to compel the billionaire to testify over his purchase of Twitter last year.,no,no,negative,negative,0.7766281366348267,negative,0.7616041302680969,negative,0.7356040477752686,negative,0.8253018260002136,US
The Verge,Jay Peters,2023-10-05,"Elon Musk is stonewalling the SEC, and now hes getting sued",The SEC is suing Elon Musk because he is refusing to testify in an SEC investigation into Musks purchase of Twitter. He was set to testify in September.,"Elon Musk is stonewalling the SEC, and now hes getting sued
Elon Musk is stonewalling the SEC, and now hes getting sued
 / Musk refused to show up to testimony after receiving a subpoena.
ByJay Pe [+1877 chars]","Elon Musk is stonewalling the SEC, and now hes getting sued The SEC is suing Elon Musk because he is refusing to testify in an SEC investigation into Musks purchase of Twitter. He was set to testify in September.",no,no,negative,negative,0.4899438619613647,negative,0.6967930793762207,negative,0.8770108819007874,negative,0.8839582204818726,US
Ars Technica,Jonathan M. Gitlin,2023-10-05,Hyundai is switching to Tesla-style NACS plugs for its EVs in late 2024,Hyundai EVs that still have the CCS1 plug will get access in 2025 with an adapter.,"44 with 
On Thursday morning, Hyundai announced that it's the latest automaker to adopt the North American Charging Standard for its battery electric vehicles. Developed by Tesla, NACS was opened up [+2045 chars]",Hyundai is switching to Tesla-style NACS plugs for its EVs in late 2024 Hyundai EVs that still have the CCS1 plug will get access in 2025 with an adapter.,yes,yes,positive,neutral,0.9057055115699768,positive,0.520228922367096,neutral,0.7742515802383423,neutral,0.8763428330421448,US
BBC News,https://www.facebook.com/bbcnews,2023-10-05,Regulator sues Musk to force testimony in X probe,"Musk accused the Securities and Exchange Commission of ""harassment"" in the two sides' latest battle.","Financial regulators in the US are suing Elon Musk after the billionaire said he would no longer cooperate with its investigation into his purchase of Twitter, now known as X.
The Securities and Exc [+2233 chars]","Regulator sues Musk to force testimony in X probe Musk accused the Securities and Exchange Commission of ""harassment"" in the two sides' latest battle.",no,no,negative,negative,0.8894491791725159,negative,0.9334295392036438,negative,0.8523985147476196,negative,0.9278706908226012,UK
TechCrunch,Rebecca Bellan,2023-10-05,"All eyes on VW after Hyundai, Kia adopt Tesla charging standard",Hyundai and Kia have finally announced their plans to adopt Tesla's North American Charging Standard (NACS) ports for their electric vehicles in the U.S. and...,"Hyundai and Kia have finally announced their plans to adopt Tesla's North American Charging Standard (NACS) ports for their electric vehicles in the U.S. and Canada, joining the swells of automakers  [+2907 chars]","All eyes on VW after Hyundai, Kia adopt Tesla charging standard Hyundai and Kia have finally announced their plans to adopt Tesla's North American Charging Standard (NACS) ports for their electric vehicles in the U.S. and...",yes,yes,positive,neutral,0.9420728087425232,positive,0.7524531483650208,positive,0.6944229006767273,neutral,0.6670642495155334,US
Next Big Future,Brian Wang,2023-10-05,New Tesla Model Y RWD Changes Batteries to Give 4680 to Cybertruck,"The new Tesla Model Y RWD likely has changed to Iron LFP batteries from China. The $43,990 price without subsidies likely has a $3750 subsidy instead of $7500. This will be because the batteries will be sourced from China. The removal of the AWD (All Wheel Dr",Brian Wang is a Futurist Thought Leader and a popular Science blogger with 1 million readers per month. His blog Nextbigfuture.com is ranked #1 Science News Blog. It covers many disruptive technology [+593 chars],"New Tesla Model Y RWD Changes Batteries to Give 4680 to Cybertruck The new Tesla Model Y RWD likely has changed to Iron LFP batteries from China. The $43,990 price without subsidies likely has a $3750 subsidy instead of $7500. This will be because the batteries will be sourced from China. The removal of the AWD (All Wheel Dr",yes,yes,neutral,neutral,0.7112752795219421,neutral,0.9305434226989746,neutral,0.9035730957984924,neutral,0.9138137102127076,US
The Verge,Andrew J. Hawkins,2023-10-05,Hyundais future EVs will also have Teslas EV charging port,Hyundai will feature Teslas EV charging port on its future vehicles. The South Korean company is the latest to adopt Teslas North American Charging Standard.,"Hyundais future EVs will also have Teslas EV charging port
Hyundais future EVs will also have Teslas EV charging port
 / The latest automaker to join Elon Musks EV charging party is also the first  [+2855 chars]",Hyundais future EVs will also have Teslas EV charging port Hyundai will feature Teslas EV charging port on its future vehicles. The South Korean company is the latest to adopt Teslas North American Charging Standard.,yes,,,neutral,0.8970245718955994,neutral,0.9273577332496644,neutral,0.82119220495224,neutral,0.8556786775588989,US
ABC News,The Associated Press,2023-10-05,US regulators seek to compel Elon Musk to testify in their investigation of his Twitter acquisition,"The Securities and Exchange Commission says it is seeking a court order that would compel Elon Musk to testify as part of an investigation into his purchase of Twitter, now called X","SAN FRANCISCO -- The Securities and Exchange Commission said Thursday it is seeking a court order that would compel Elon Musk to testify as part of an investigation into his purchase of Twitter, now  [+2592 chars]","US regulators seek to compel Elon Musk to testify in their investigation of his Twitter acquisition The Securities and Exchange Commission says it is seeking a court order that would compel Elon Musk to testify as part of an investigation into his purchase of Twitter, now called X",no,,,neutral,0.7193421125411987,neutral,0.6742263436317444,neutral,0.8045430779457092,neutral,0.7691364288330078,US
Business Insider,Kali Hays,2023-10-05,The SEC is investigating Elon Musk's purchase of Twitter and attempting to force him to sit for questioning,The Tesla billionaire made a chaotic acquisition of Twitter last year.,"Elon Musk.Chesnot via Getty Images
<ul><li>The SEC is investigating Elon Musk's initial investment in Twitter and his eventual takeover.</li><li>The government agency says Musk has failed to sit for [+2761 chars]",The SEC is investigating Elon Musk's purchase of Twitter and attempting to force him to sit for questioning The Tesla billionaire made a chaotic acquisition of Twitter last year.,yes,,,negative,0.6740735173225403,negative,0.9066067934036256,neutral,0.5983293652534485,negative,0.6126910448074341,US
CNN,Peter Valdes-Dapena,2023-10-05,Hyundai and Kia are the latest to switch to Tesla EV charging,"South Korean automakers Kia, Hyundai and luxury auto brand Genesis announced Thursday that their electric vehicles in the United States will have Tesla-style charging ports, starting in the last quarter of 2024. This will allow owners of those vehicles to sea","South Korean automakers Kia, Hyundai and luxury auto brand Genesis announced Thursday that their electric vehicles in the United States will have Tesla-style charging ports, starting in the last quar [+2384 chars]","Hyundai and Kia are the latest to switch to Tesla EV charging South Korean automakers Kia, Hyundai and luxury auto brand Genesis announced Thursday that their electric vehicles in the United States will have Tesla-style charging ports, starting in the last quarter of 2024. This will allow owners of those vehicles to sea",yes,,,neutral,0.8991188406944275,neutral,0.8422471284866333,neutral,0.8114611506462097,neutral,0.8551470637321472,US
Fortune,The Associated Press,2023-10-05,Elon Musk's refusal to testify in SEC probe of Twitter acquisition prompts agency to seek court order,"Musk objected to testifying in San Francisco because he doesnt live therebut still refused when the SEC said Texas was fine, too.","The Securities and Exchange Commission said Thursday it is seeking a court order that would compel Elon Musk to testify as part of an investigation into his purchase of Twitter, now called X.The SEC  [+2569 chars]","Elon Musk's refusal to testify in SEC probe of Twitter acquisition prompts agency to seek court order Musk objected to testifying in San Francisco because he doesnt live therebut still refused when the SEC said Texas was fine, too.",no,,,negative,0.949358344078064,neutral,0.9023146033287048,neutral,0.5841083526611328,negative,0.930892050266266,US
ABC News,MICHELLE CHAPMAN AP business writer,2023-10-05,"Hyundai, Kia electric vehicles to use Tesla's NACS charging ports starting next year","Hyundai and Kia say they're adopting North American Charging Standard ports for their electric vehicles in the U.S. and Canada, which will give the vehicles access to thousands of Tesla Superchargers across the two countries and Mexico","Hyundai and Kia say that they're adopting North American Charging Standard ports for their electric vehicles in the U.S. and Canada, which will give the vehicles access to thousands of Tesla Supercha [+3212 chars]","Hyundai, Kia electric vehicles to use Tesla's NACS charging ports starting next year Hyundai and Kia say they're adopting North American Charging Standard ports for their electric vehicles in the U.S. and Canada, which will give the vehicles access to thousands of Tesla Superchargers across the two countries and Mexico",yes,yes,positive,neutral,0.819584846496582,neutral,0.5857000350952148,neutral,0.5642423629760742,neutral,0.5432052612304688,US
TechRadar,Leon Poultney,2023-10-05,The Volcon Grunt Evo is the off-road electric motorcycle Mad Max dreams are made of,"The Volcon Grunt Evo goes into production and promises silent, off-road thrills","Volcon might not have the same instant recognition as, say, Tesla, but the Texan company is busily (and quietly) building a range of electric off-road motorcycles and UTVs (utility vehicles) that are [+2691 chars]","The Volcon Grunt Evo is the off-road electric motorcycle Mad Max dreams are made of The Volcon Grunt Evo goes into production and promises silent, off-road thrills",yes,yes,neutral,neutral,0.9357966184616088,neutral,0.643115758895874,neutral,0.8387018442153931,neutral,0.9347550868988036,US
Engadget,Karissa Bell,2023-10-05,The SEC is suing Elon Musk for refusing to testify in Twitter investigation,"The SEC is now suing the owner of X after he failed to appear for previously-scheduled testimony, The Wall Street Journal reports.","Elon Musk is once again in the crosshairs of the Securities and Exchange Commision (SEC). The regulator, which has been investigating Musks Twitter takeover, is now suing the owner of X after he fail [+1490 chars]","The SEC is suing Elon Musk for refusing to testify in Twitter investigation The SEC is now suing the owner of X after he failed to appear for previously-scheduled testimony, The Wall Street Journal reports.",no,no,negative,negative,0.9047104120254515,negative,0.6379315853118896,negative,0.948496162891388,negative,0.9496432542800904,US
Newsweek,Jamie Body,2023-10-06,More Bad News for Elon Musk After Twitter Takeover,The Securities and Exchange Commission has filed an application to compel Elon Musk to testify in an ongoing investigation over his purchase of Twitter.,"Entrepreneur Elon Musk has had a rough time since taking over Twitter, now rebranded as X, late last year, and it looks like he is in for more of the same.
The Securities and Exchange Commission (SE [+2730 chars]",More Bad News for Elon Musk After Twitter Takeover The Securities and Exchange Commission has filed an application to compel Elon Musk to testify in an ongoing investigation over his purchase of Twitter.,no,no,negative,negative,0.5150761008262634,negative,0.520939290523529,neutral,0.6875836253166199,negative,0.8784870505332947,US
TechRadar,Leon Poultney,2023-10-06,"Tesla drops prices again, with Model 3 and Model Y now discounted in the US","Tesla discounts Model 3 and Model Y in the USA, sparking rumours that refreshed models are on the way.","We reported earlier this week that Tesla was busy dropping the prices of its Model Y in the USA, introducing a cheaper RWD model that would replace the dual-motor AWD model, scrimping on an electric  [+3043 chars]","Tesla drops prices again, with Model 3 and Model Y now discounted in the US Tesla discounts Model 3 and Model Y in the USA, sparking rumours that refreshed models are on the way.",yes,,,negative,0.9600159525871276,negative,0.9011754393577576,negative,0.7440758347511292,negative,0.9610510468482972,US
Business Insider,"Jack Newsham,Grace Kay",2023-10-06,"EXCLUSIVE: Elon Musk filed custody suit against Grimes first, asking for 'relationship' with his children","Grimes' custody lawsuit against Elon Musk has been widely reported  but he sued her first, Insider has learned, asking a Texas judge to set the terms of the ""parent-child relationship.""","In this picture issued Sept. 26, 2023, by the Hungarian President's Press Office, Hungarian President Katalin Novak and founder and CEO of Tesla, Inc. Elon Musk tours the recently inaugurated Tesla p [+4439 chars]","EXCLUSIVE: Elon Musk filed custody suit against Grimes first, asking for 'relationship' with his children Grimes' custody lawsuit against Elon Musk has been widely reported  but he sued her first, Insider has learned, asking a Texas judge to set the terms of the ""parent-child relationship.""",no,,,neutral,0.748385488986969,neutral,0.9490159153938292,neutral,0.5101986527442932,neutral,0.8344990611076355,US
The Irish Times,Keith Duggan,2023-10-06,"Elon Musk: The confusing, bizarre life of a risk-seeking billionaire","Walter Isaacson shadowed the worlds most famous nerd for two years, talking to those closest to him",The specifics of Elon Musks arrival on planet Earth are laid out in vivid detail on page 16 of this mammoth exploration of what reads like a wild but hollow 50 years of gambolling by the sun king of  [+5109 chars],"Elon Musk: The confusing, bizarre life of a risk-seeking billionaire Walter Isaacson shadowed the worlds most famous nerd for two years, talking to those closest to him",no,,,neutral,0.6977349519729614,neutral,0.916222095489502,neutral,0.9177436232566832,neutral,0.8568171262741089,Ireland
Breitbart News,"Lucas Nolan, Lucas Nolan",2023-10-06,SEC Seeks to Force Elon Musk Testimony on Pre-Buyout Twitter Share Purchases,"Elon Musk, the billionaire CEO of Tesla, finds himself once again in the crosshairs of the SEC over his Twitter stock purchases before he eventually bought the entire company. The SEC is attempting to force Musk to provide testimony to their investigation, cl","Elon Musk, the billionaire CEO of Tesla, finds himself once again in the crosshairs of the SEC over his Twitter stock purchases before he eventually bought the entire company. The SEC is attempting t [+4344 chars]","SEC Seeks to Force Elon Musk Testimony on Pre-Buyout Twitter Share Purchases Elon Musk, the billionaire CEO of Tesla, finds himself once again in the crosshairs of the SEC over his Twitter stock purchases before he eventually bought the entire company. The SEC is attempting to force Musk to provide testimony to their investigation, cl",yes,no,negative,neutral,0.7216165661811829,neutral,0.7525789737701416,negative,0.5994463562965393,neutral,0.5180753469467163,US
Engadget,Malak Saleh,2023-10-06,Kia EV owners will get access to Tesla Superchargers in North America,"Kia plans to build the NCAS port, which is the most common charging standard, into all of its new electric vehicles that go on sale in North America starting...","Kia drivers that own electric vehicles will be able to use
 12,000 Tesla Superchargers
 across the United States, Canada and Mexico. This is taking place, just as the company rolls out its EV9 elec [+2002 chars]","Kia EV owners will get access to Tesla Superchargers in North America Kia plans to build the NCAS port, which is the most common charging standard, into all of its new electric vehicles that go on sale in North America starting...",yes,,,positive,0.6357493996620178,neutral,0.7443677186965942,neutral,0.6296894550323486,neutral,0.6493154764175415,US
ABC News,The Associated Press,2023-10-06,"CalAmp, Tesla fall; Pioneer Natural, NuScale rise Friday, 10/6/2023","Stocks that are trading heavily or have substantial price changes on Friday: CalAmp, Tesla fall; Pioneer Natural, NuScale rise","NEW YORK -- Stocks that are trading heavily or have substantial price changes on Friday: 
Pioneer Natural Resources Co. (PXD), up $23.66 to $238.62.
Exxon Mobil is reportedly considering buying the [+985 chars]","CalAmp, Tesla fall; Pioneer Natural, NuScale rise Friday, 10/6/2023 Stocks that are trading heavily or have substantial price changes on Friday: CalAmp, Tesla fall; Pioneer Natural, NuScale rise",yes,,,positive,0.574262261390686,positive,0.9137678146362304,neutral,0.8933032751083374,positive,0.4032005667686462,US
Fortune,Lionel Lim,2023-10-06,"VinFast, Vietnam's answer to Tesla, unveils a $623M quarterly loss almost 2 months after its wild Nasdaq debut","Vietnam's answer to Tesla sold just 10,000 cars last quartermostly to a taxi company owned by its founder Pham Nhat Vuong.","VinFast, the recently-debuted Vietnamese electric carmaker that at one point was worth more than most of the auto industry, is getting even more of a reality check following a collapse in its share p [+2396 chars]","VinFast, Vietnam's answer to Tesla, unveils a $623M quarterly loss almost 2 months after its wild Nasdaq debut Vietnam's answer to Tesla sold just 10,000 cars last quartermostly to a taxi company owned by its founder Pham Nhat Vuong.",no,,,negative,0.9700629711151124,negative,0.9624717235565186,neutral,0.9208641052246094,negative,0.9673223495483398,US
The Washington Post,Trisha Thadani,2023-10-06,Inside the final seconds of a deadly Tesla Autopilot crash,A lawsuit over the crash could determine whether the maker of the technology bears some responsibility when things go wrong in a vehicle guided by Autopilot.,"The sun had yet to rise in Delray Beach, Fla., when Jeremy Banner flicked on Autopilot. His red Tesla Model 3 sped down the highway at nearly 70 mph, his hands no longer detected on the wheel.
Secon [+18423 chars]",Inside the final seconds of a deadly Tesla Autopilot crash A lawsuit over the crash could determine whether the maker of the technology bears some responsibility when things go wrong in a vehicle guided by Autopilot.,yes,,,neutral,0.8095653653144836,neutral,0.914811372756958,negative,0.7231932878494263,negative,0.5380378365516663,US
Fortune,Christiaan Hetzner,2023-10-06,Elon Musk is cutting Tesla's list prices in the U.S. again after poor Q3 sales,Once again Elon Musk is resorting to profit-eroding price discounts to stimulate demand after Q3 vehicle sales came in well short of market expectations.,"Elon Musk is slashing U.S. prices once again for both the Model Y and the Model 3 which together are responsible for over 95% of his vehicle sales.While this is good news for new buyers, it raises mo [+3689 chars]",Elon Musk is cutting Tesla's list prices in the U.S. again after poor Q3 sales Once again Elon Musk is resorting to profit-eroding price discounts to stimulate demand after Q3 vehicle sales came in well short of market expectations.,yes,,,negative,0.9698519110679626,negative,0.96132230758667,positive,0.8088101744651794,negative,0.9586398601531982,US
Next Big Future,Brian Wang,2023-10-06,Tesla Megachargers for Semi Truck Charging,"Tesla has been producing the Semi in Texas since October 2022. Tesla has also deployed a mobile Megacharger at its Supercharger station in Baker, California. If Tesla adds 750 kilowatt chargers at larger Supercharger locations then they will need to allocate ","Tesla has been producing the Semi in Texas since October 2022. Tesla has also deployed a mobile Megacharger at its Supercharger station in Baker, California. If Tesla adds 750 kilowatt chargers at la [+4259 chars]","Tesla Megachargers for Semi Truck Charging Tesla has been producing the Semi in Texas since October 2022. Tesla has also deployed a mobile Megacharger at its Supercharger station in Baker, California. If Tesla adds 750 kilowatt chargers at larger Supercharger locations then they will need to allocate ",yes,,,neutral,0.9009444117546082,neutral,0.849549412727356,neutral,0.9028765559196472,neutral,0.911165714263916,US
Reuters,Reuters,2023-10-06,"Tesla slashes prices of Model 3, Models Y vehicles in US","Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> has cut prices of its Model 3 compact sedan and Model Y SUV in the U.S. by about 2.7% to 4.2% to stoke demand for its electric vehicles, days after the automaker fel","Oct 5 (Reuters) - Tesla (TSLA.O) has cut prices of its Model 3 compact sedan and Model Y SUV in the U.S. by about 2.7% to 4.2% to stoke demand for its electric vehicles, days after the automaker fell [+1736 chars]","Tesla slashes prices of Model 3, Models Y vehicles in US Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> has cut prices of its Model 3 compact sedan and Model Y SUV in the U.S. by about 2.7% to 4.2% to stoke demand for its electric vehicles, days after the automaker fel",yes,yes,neutral,negative,0.9472034573554992,negative,0.969946563243866,negative,0.9664730429649352,negative,0.9696053862571716,UK
Next Big Future,Brian Wang,2023-10-06,Tesla EVs and Solar Heading to 90% Lower Energy Costs,"Marginal cost of energy by 2030 will approach ~$0.005/kWh. This is about ten times less than most of the energy today. It is essentially making power free and abundant. The big issue will be the realized cost of this energy and will demonstrate, especially in","Marginal cost of energy by 2030 will approach ~$0.005/kWh. This is about ten times less than most of the energy today. It is essentially making power free and abundant.
The big issue will be the rea [+6053 chars]","Tesla EVs and Solar Heading to 90% Lower Energy Costs Marginal cost of energy by 2030 will approach ~$0.005/kWh. This is about ten times less than most of the energy today. It is essentially making power free and abundant. The big issue will be the realized cost of this energy and will demonstrate, especially in",yes,yes,positive,positive,0.8855540156364441,neutral,0.904120683670044,neutral,0.8073766827583313,neutral,0.6816054582595825,US
Engadget,Will Shanklin,2023-10-06,Tesla cuts prices on Model 3 and Y after dwindling deliveries,"Tesla is cutting prices on some Model 3 and Model Y vehicles in the US, as spotted by CNBC. The automakers move, its second price drop in just over a month, comes after it fell short of market estimates for deliveries.
Teslas website now lists the Model 3 s","Tesla is cutting prices on some Model 3 and Model Y vehicles in the US, as spotted byCNBC. The automakers move, its second price drop in just over a month, comes after it fell short of market estimat [+1415 chars]","Tesla cuts prices on Model 3 and Y after dwindling deliveries Tesla is cutting prices on some Model 3 and Model Y vehicles in the US, as spotted by CNBC. The automakers move, its second price drop in just over a month, comes after it fell short of market estimates for deliveries.
Teslas website now lists the Model 3 s",yes,yes,neutral,negative,0.9612182974815368,negative,0.9717005491256714,negative,0.969785213470459,negative,0.9720057845115662,US
Business Insider,Erin Snodgrass,2023-10-06,Elon Musk and Grimes' 3 kids ordered to stay in California after Grimes files for physical custody,"Grimes filed for physical custody of the former couple's kids about three weeks after Elon Musk sued her to establish a ""parent-child relationship.""","Elon Musk (left) and Grimes (right).Chesnot via Getty Images; Frazer Harrison via Getty Images
<ul><li>Grimes sued Elon Musk for physical custody of the former couple's three children last month.</l [+4017 chars]","Elon Musk and Grimes' 3 kids ordered to stay in California after Grimes files for physical custody Grimes filed for physical custody of the former couple's kids about three weeks after Elon Musk sued her to establish a ""parent-child relationship.""",no,,,negative,0.813872218132019,negative,0.6169046759605408,negative,0.4895733296871185,negative,0.7718165516853333,US
